City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
333,Macherla,IN,16.4833,79.4333,83.93,57,15,8.52,few clouds
334,Opuwo,NA,-18.0607,13.84,64.22,50,53,2.84,broken clouds
335,Khandyga,RU,62.6667,135.6,-11.94,86,100,3.49,overcast clouds
336,Dagana,MR,16.5165,-15.5068,65.44,80,0,10.65,clear sky
337,Castlerea,IE,53.7667,-8.5,41.2,82,71,20.04,broken clouds
338,Tahta,EG,26.7693,31.5021,58.62,50,0,2.3,clear sky
339,Walvis Bay,NA,-22.9575,14.5053,61.09,94,8,6.91,clear sky
340,Visby,SE,57.6409,18.296,40.82,93,100,11.5,drizzle
341,Impfondo,CG,1.6381,18.0667,69.42,87,43,1.57,scattered clouds
342,Bull Savanna,JM,17.8868,-77.5902,73.42,84,10,6.62,clear sky
343,Kieta,PG,-6.2167,155.6333,85.77,58,91,7.72,overcast clouds
